813,691,919,15929,15084,17327,27,2,2,5,1,3,18,18,34,-,-,-,240,199,170,395,296,421,15,14,35,..,..,13,..,..,21,113,161,149,1
1,-,2,40,38,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2
9,4,9,133,137,138,-,-,-,-,-,-,-,-,-,..,..,..,1,..,..,1,-,1,-,-,-,-,-,-,1,-,-,6,4,4,3
-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
9,4,9,133,137,137,-,-,-,-,-,-,-,-,-,..,..,..,1,..,..,1,-,1,-,-,-,-,-,-,1,-,-,6,4,4,5
2,-,-,6,6,7,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,2,-,-,6
170,399,301,5663,28609,4704,..,..,..,80,86,..,31,63,47,-,-,1,-,-,-,28,3,7,-,-,14,-,-,-,..,..,..,31,247,68,7
1195,1391,1481,22544,23347,25645,4,2,12,22,15,3,58,43,37,-,-,2,511,634,381,529,531,536,28,33,63,3,..,10,9,4,78,31,129,158,8
3,10,4,90,96,93,-,1,-,..,1,..,-,-,-,-,-,-,1,-,-,2,3,1,-,-,1,-,-,1,..,..,..,-,5,-,9
709,716,968,12615,12101,16960,-,-,1,12,14,1,6,4,23,-,-,-,170,104,224,352,404,356,36,51,33,2,1,50,..,..,26,131,138,157,10
4,4,2,43,56,56,-,1,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,-,-,11
3,2,2,26,39,39,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,12
1,2,-,12,13,12,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,13
2636,1836,350,23060,8094,4257,5,22,-,..,..,..,30,19,18,..,..,..,966,790,21,1255,298,218,3,22,2,..,..,9,15,8,26,362,677,18,14
537,332,437,4945,3532,5714,-,1,-,12,14,7,57,37,6,-,-,15,200,51,105,203,180,74,2,2,11,38,1,23,12,12,50,13,34,65,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
151,128,213,2314,2425,2815,11,7,5,1,1,-,5,1,4,21,9,16,35,61,83,21,15,29,5,10,18,5,2,6,16,8,11,31,14,29,17
117,108,160,1892,1944,2302,11,7,4,1,1,-,5,1,4,19,9,16,32,57,83,(6),(6),(6),4,9,18,3,2,5,13,8,10,29,14,27,18
13,5,9,135,161,130,-,-,-,-,-,-,-,-,-,2,-,-,3,4,1,(6),(6),(6),1,1,-,2,-,1,3,..,..,2,-,3,19
5,4,6,88,65,130,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,2,-,1,-,-,-,-,-,1,1,-,-,1,2,-,20
5,-,2,41,19,30,-,-,-,-,-,-,-,-,-,..,..,..,3,..,1,1,-,1,1,-,-,-,-,-,..,..,..,-,-,-,21
329,270,292,4438,4650,4869,21,5,7,-,-,-,8,8,5,2,4,3,90,79,85,59,46,49,32,29,16,33,18,19,36,35,48,48,46,54,22
2,3,5,36,32,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,1,-,-,1,2,-,-,-,-,23
-,-,3,13,8,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
52,40,47,502,678,946,4,-,3,-,-,-,-,2,1,2,1,1,28,20,20,15,6,12,-,2,1,1,1,4,-,2,1,2,6,3,25
275,227,236,3887,3923,3834,17,5,4,-,-,-,8,6,2,-,3,2,62,59,56,44,40,43,32,26,14,31,17,14,35,31,47,46,40,50,26
-,-,1,-,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
183,221,134,2453,4511,2487,1,34,1,16,11,-,1,5,1,-,2,-,80,106,48,17,22,42,13,2,7,14,2,3,7,4,9,34,33,10,28
