1199,1303,1268,9915,9175,10870,24,3,5,-,1,6,62,62,48,-,-,1,324,340,224,580,543,614,20,49,34,5,..,60,..,..,62,184,305,171,1
-,2,3,24,26,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2
13,6,14,76,57,80,-,-,-,2,1,-,-,-,-,..,..,..,5,..,..,-,-,5,2,1,-,-,-,-,-,-,-,4,4,6,3
-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
13,6,14,76,57,72,-,-,-,2,1,-,-,-,-,..,..,..,5,..,..,-,-,5,2,1,-,-,-,-,-,-,-,4,4,6,5
-,-,-,3,4,4,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
104,205,327,1438,9526,1568,..,..,..,49,86,..,32,83,196,1,-,-,-,-,-,21,4,5,1,2,2,-,-,2,..,..,..,-,30,42,7
1947,1676,1903,13721,12255,14435,1,-,10,3,37,4,65,100,65,-,-,-,521,374,297,1158,828,592,57,52,110,21,6,20,32,129,147,89,150,178,8
9,7,8,55,57,61,4,3,-,..,..,..,-,-,-,-,-,2,1,1,-,4,1,2,-,-,1,-,-,-,..,..,..,-,2,2,9
1102,886,1178,7401,6689,8489,-,-,1,6,16,1,5,1,37,-,-,-,226,176,254,683,401,464,47,49,42,..,1,104,..,..,51,135,242,110,10
5,3,4,25,30,30,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-,1,2,2,-,11
3,3,3,14,24,24,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,2,-,12
2,-,1,6,3,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,13
1628,1471,291,9759,2723,2059,5,4,-,..,..,..,60,41,8,..,..,..,945,999,18,434,260,171,15,12,1,..,..,7,18,13,39,151,42,25,14
342,346,454,2503,1878,2986,3,-,2,4,11,4,27,29,20,-,2,3,60,82,100,203,165,67,-,11,17,1,-,21,15,11,55,29,35,99,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
156,123,200,1319,1341,1545,2,7,14,1,-,1,1,1,2,12,2,11,54,52,88,17,19,23,12,4,13,8,6,7,23,6,7,26,26,21,17
123,97,167,1095,1058,1258,2,7,13,1,-,1,1,1,2,12,2,11,53,50,85,(6),(6),(6),11,4,13,6,5,6,21,6,7,19,22,20,18
13,7,10,65,96,80,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,(6),(6),(6),1,-,-,2,1,1,2,..,..,7,4,3,19
4,6,8,58,29,76,-,-,-,-,-,-,-,-,-,1,1,-,-,5,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20
5,4,2,29,10,15,-,-,-,-,-,-,-,-,-,..,..,..,4,4,2,1,-,1,-,-,-,-,-,-,..,..,..,-,-,-,21
303,297,364,2627,2870,2844,8,8,8,-,1,1,11,4,13,3,5,1,60,71,105,45,55,59,33,25,22,13,21,18,54,39,55,76,68,66,22
1,2,4,21,24,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,23
1,-,3,10,5,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24
27,34,66,269,397,447,1,2,2,-,-,-,1,-,6,-,1,-,13,12,24,6,9,15,4,1,2,1,3,4,1,1,1,-,5,7,25
274,261,292,2327,2442,2327,7,6,6,-,1,1,10,4,12,3,4,1,47,59,78,39,46,44,29,24,20,12,17,17,51,37,55,76,63,55,26
-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
143,133,158,1324,3071,1618,9,3,-,13,17,-,3,2,5,-,-,1,46,50,40,36,23,54,9,5,8,7,2,6,6,4,12,14,27,17,28
