cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,28,Whooping cough,279,208,253,"7,711","12,412","8,245",-,-,-,2,-,3,5,10,4,35,-,2,96,112,85,51,53,60,9,1,8,4,19,15,14,9,24,13,4,22,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,28,Whooping cough,150,279,238,"7,861","12,664","8,487",2,-,-,4,2,4,16,5,5,-,85,1,56,96,104,51,51,58,3,9,15,3,4,10,5,14,11,10,13,15,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,28,Whooping cough,196,150,217,"8,057","12,922","8,648",2,2,-,5,4,-,-,16,6,-,-,3,99,56,74,42,51,55,14,3,5,-,3,15,21,5,13,13,10,27,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,28,Whooping cough,175,196,217,"8,232","13,139","8,865",-,2,-,1,5,8,1,-,13,1,-,1,122,99,61,19,42,42,6,14,6,5,-,13,16,21,9,4,13,10,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,28,Whooping cough,219,120,239,670,"1,607",782,27,5,1,16,9,1,1,2,3,-,2,-,88,64,70,52,55,51,2,-,23,11,11,6,5,9,8,17,13,30,28,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,28,Whooping cough,285,175,155,"8,517","13,301","9,123",-,-,-,2,1,-,-,1,15,-,1,1,242,122,70,-,19,33,2,6,10,10,5,12,14,16,10,15,4,19,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,28,Whooping cough,99,319,109,"8,650","13,521","9,277",-,-,-,3,2,1,-,-,2,2,-,-,76,242,49,-,34,31,2,2,2,2,10,11,2,14,9,12,15,8,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,28,Whooping cough,64,112,190,"8,727","13,682","9,387",-,-,-,1,3,-,-,-,5,-,2,1,39,76,51,13,13,48,5,2,7,3,2,3,3,2,10,-,12,17,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,28,Whooping cough,227,219,199,897,"1,959","1,021",1,27,-,14,16,I,3,1,6,2,I,2,77,88,54,58,52,51.,14,2,8,4,11,4,13,5,11,41,17,30,28,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,28,Whooping cough,150,227,182,"1,047","2,399","1,183",5,1,-,17,14,-,-,3,23,4,2,1,70,77,83,9,58,47,8,14,6,13,4,7,8,13,16,16,41,15,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,28,Whooping cough,133,151,159,"1,181","2,761","1,433",3,5,1,17,17,-,2,-,7,-,5,1,50,70,57,23,9,39,5,8,6,2,13,3,4,8,17,27,16,15,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,28,Whooping cough,143,133,158,"1,324","3,071","1,618",9,3,-,13,17,-,3,2,5,-,-,1,46,50,40,36,23,54,9,5,8,7,2,6,6,4,12,14,27,17,28,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,28,Whooping cough,197,143,140,"1,571","3,390","1,790",-,9,-,19,13,-,8,3,5,8,-,1,76,46,47,13,36,39,10,9,7,10,7,3,14,6,11,39,14,19,28,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,28,Whooping cough,140,197,140,"1,711","3,632","1,930",8,-,-,15,19,-,9,8,-,1,8,-,67,76,62,7,13,50,4,10,8,7,10,3,15,14,16,7,39,19,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,28,Whooping cough,157,140,132,"1,869","3,878","2,063",6,8,-,9,15,2,2,9,3,1,1,-,78,67,54,18,7,39,7,4,2,1,7,3,7,15,10,28,7,11,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,28,Whooping cough,160,157,157,"2,030","4,105","2,202",2,6,-,-,9,-,I,2,7,-,1,-,112,78,36,11,18,44,7,7,5,2,1,2,15,7,14,11,28,14,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,28,Whooping cough,221,179,161,"2,270","4,276","2,359",34,2,1,11,17,-,5,2,13,2,-,-,106,112,36,22,11,35,2,7,7,2,2,2,4,15,7,33,11,31,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,28,Whooping cough,183,221,134,"2,453","4,511","2,487",1,34,1,16,11,-,1,5,1,-,2,-,80,106,48,17,22,42,13,2,7,14,2,3,7,4,9,34,33,10,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,28,Whooping cough,209,183,126,"2,662","4,676","2,621",-,1,-,15,16,-,I,1,1,4,--,i,111,80,48,24,17,31,11,13,3,-,14,4,20,7,9,23,34,18,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,28,Whooping cough,195,209,160,"2,857","4,873","2,747",-,-,-,29,15,1,3,1,18,2,4,-,81,111,50,17,24,50,8,11,5,2,-,5,10,20,19,43,23,11,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,28,Whooping cough,195,195,187,"3,052","5,093","2,953",5,-,-,14,29,-,33,3,11,-,2,-,72,81,43,32,17,30,3,8,5,2,2,3,10,10,18,24,43,24,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,28,Whooping cough,197,195,164,"3,249","5,283","3,168",2,5,1,25,14,2,5,33,4,3,-,1,70,72,54,19,32,41,13,3,3,10,2,2,14,10,19,36,24,25,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,28,Whooping cough,207,197,147,"3,456","5,537","3,332",1,2,-,21,25,-,-,5,2,-,3,1,91,70,39,25,19,22,8,13,3,5,10,10,29,14,11,27,36,29,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,28,Whooping cough,131,118,190,131,331,159,2,5,-,12,7,-,2,5,5,2,1,1,27,24,51,51,53,48,-,8,7,5,6,3,12,1,10,18,8,17,28,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,28,Whooping cough,165,207,147,"3,621","5,717","3,481",2,1,-,29,21,-,-,-,5,-,-,1,68,91,32,16,25,44,19,8,2,12,5,3,-,29,11,19,27,28,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,28,Whooping cough,169,180,142,"3,805","5,940","3,563",7,2,-,20,29,-,-,-,6,1,-,-,97,68,54,10,16,30,6,19,2,5,12,3,8,15,19,15,19,24,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,28,Whooping cough,145,169,134,"3,949","6,122","3,665",7,7,-,14,20,-,-,-,10,1,1,-,79,97,33,5,10,50,16,6,4,9,5,5,1,8,14,13,15,14,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,28,Whooping cough,143,145,175,"5,382","6,320","3,901",-,7,-,15,14,-,2,-,?,2,1,-,80,79,34,6,5,42,17,16,3,3,9,2,2,1,17,16,13,25,28.,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,28,Whooping cough,165,143,159,"4,257","6,572","4,080",I,-,-,19,15,1,-,2,7,2,2,#,86,80,44,10,6,33,8,17,3,9,3,6,17,2,13,14,16,32,28,FILLER,FILLER,,,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,28,Whooping cough,130,165,121,"4,387","6,817","4,239",-,-,-,39,19,-,3,-,2,-,2,-,54,86,43,10,10,28,8,8,6,-,9,3,5,17,17,11,14,22,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,28,Whooping cough,93,130,123,"4,480","7,032","4,344",-,-,1,13,39,-,2,3,-,-,-,1,23,54,31,9,10,33,16,8,5,5,-,5.,1,5,21,24,11,19,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,,Whooping cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,28,Whooping cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,28,Whooping cough,112,91,127,"4,789","7,515","4,692",-,-,-,1,9,1,-,-,4,-,-,-,67,41,37,14,22,43,6,7,4,3,-,6,2,3,15,19,9,9,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,28,Whooping cough,198,131,240,329,746,304,19,2,-,18,12,1,9,2,11,7,2,1,66,27,76,43,51,41,7,-,14,4,5,7,3,12,12,22,18,47,28,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,28,Whopping cough,130,112,126,"4,919","7,704","4,794",-,-,-,11,1,1,-,-,6,1,-,-,57,67,35,10,14,38,14,6,2,-,3,4,6,2,8,31,19,22,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,28,Whooping cough,165,130,185,"5,084","7,987","4,929",-,-,-,8,11,1,1,-,2,-,1,-,66,57,64,11,10,43,6,14,6,6,-,7,29,6,18,38,31,12,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part32_tables.csv,cough,136,165,284,"5,220","8,332","5,045",1,-,-,4,8,-,-,1,5,-,-,1,87,66,86,19,11,52,4,6,7,10,6,8,9,29,15,2,38,13,28,FILLER,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,28,Whooping cough,149,136,181,"5,369","8,546","5,202",-,1,-,3,4,-,4,-,3,-,-,-,85,87,69,14,19,40,10,4,4,5,10,9,1,9,19,27,2,21,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,28,Whooping cough,130,149,254,"5,499","8,832","5,364",-,-,-,1,3,-,-,4,9,-,-,-,61,85,63,14,14,67,6,10,8,5,5,8,3,1,23,40,27,17,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,28,Whooping cough,137,130,211,"5,636","9,088","5,572",-,-,-,9.,1,-,3,-,2,-,-,-,34,61,69,25,14,70,8,6,9,13,5,13,6,3,17,39,40,11,28,FILLER,FILLER,,,
padded_cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,28,Whooping cough,207,137,263,"5,843","9,417","5,783",-,-,-,5,9,-,-,3,4,-,-,-,108,34,96,38,25,66,5,8,7,13,13,9,21,6,29,17,39,20,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,28,Whooping cough,256,207,228,"6,099","9,774","5,972",1,-,-,-,5,-,2,-,8,1,-,-,139,108,110,25,38,46,13,5,7,40,13,12,19,21,25,16,17,16,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,28,Whooping cough,191,256,248,"6,290","10,112","6,308",-,1,-,1,-,1,2,2,3,2,1,-,112,139,80,25,25,47,4,13,6,11,40,11,15,19,22,19,16,19,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,Table: Table_2,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,FILLER,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,28,Whooping cough,166,198,192,497,"1,207",518,5,19,-,9,18,-,-,9,10,2,7,1,64,66,60,55,43,50,-,7,10,9,4,11,9,3,7,13,22,28,28,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,28,Whooping cough,121,185,182,"6,596","10,583","6,811",-,-,-,2,1,1,9,15,6,-,-,-,46,103,62,18,18,37,8,19,9,11,14,10,25,5,15,2,10,13,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,28,Whooping cough,207,121,227,"6,803","11,164","7,059",-,-,-,-,2,-,3,9,7,1,-,-,148,46,66,24,18,73,5,8,9,8:,11,11,8,25,18,10,2,11,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,28,Whooping cough,123,207,246,"6,926","11,410","7,286",-,-,-,-,-,3,-,3,10,-,1,1,76,148,80,34,24,61,1,5,14,4,8,7,2,8,23,6,10,9,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part43_tables.csv,28,Whooping cough,161,123,272,"7,087","11,791","7,547",*,-,-,,-,1,2,-,3,-,-,2,78,76,72,39,34,51,1,1,17,4,4,6,31,2,27,6,6,23,28,FILLER,FILLER,,,
padded_cdi_ca_1956_wk_prov_dbs_Part44_tables.csv,28,Whooping cough,137,161,234,"7,224","11,961","7,819",-,-,-,-,-,-,-,2,8,-,-,-,62,78,121,33,39,58,8,1,7,10,4,7,15,31,30,9,6,21,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part45_tables.csv,28,Whooping cough,198,137,211,"7,422","12,172","8,053",-,-,-,-,-,-,-,-,5,-,-,1,112,62,67,53,33,59,1,8,7,19,10,8,9,15,20,4,9,15,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part46_tables.csv,28,Whooping cough,279,208,253,"7,711","12,412","8,245",-,-,-,2,-,3,5,10,4,35,-,2,96,112,85,51,53,60,9,1,8,4,19,15,14,9,24,13,4,22,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part47_tables.csv,28,Whooping cough,150,279,238,"7,861","12,664","8,487",2,-,-,4,2,4,16,5,5,-,85,1,56,96,104,51,51,58,3,9,15,3,4,10,5,14,11,10,13,15,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part48_tables.csv,28,Whooping cough,196,150,217,"8,057","12,922","8,648",2,2,-,5,4,-,-,16,6,-,-,3,99,56,74,42,51,55,14,3,5,-,3,15,21,5,13,13,10,27,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part49_tables.csv,28,Whooping cough,175,196,217,"8,232","13,139","8,865",-,2,-,1,5,8,1,-,13,1,-,1,122,99,61,19,42,42,6,14,6,5,-,13,16,21,9,4,13,10,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part4_tables.csv,28,Whooping cough,219,120,239,670,"1,607",782,27,5,1,16,9,1,1,2,3,-,2,-,88,64,70,52,55,51,2,-,23,11,11,6,5,9,8,17,13,30,28,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part50_tables.csv,28,Whooping cough,285,175,155,"8,517","13,301","9,123",-,-,-,2,1,-,-,1,15,-,1,1,242,122,70,-,19,33,2,6,10,10,5,12,14,16,10,15,4,19,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,28,Whooping cough,99,319,109,"8,650","13,521","9,277",-,-,-,3,2,1,-,-,2,2,-,-,76,242,49,-,34,31,2,2,2,2,10,11,2,14,9,12,15,8,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,28,Whooping cough,64,112,190,"8,727","13,682","9,387",-,-,-,1,3,-,-,-,5,-,2,1,39,76,51,13,13,48,5,2,7,3,2,3,3,2,10,-,12,17,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,28,Whooping cough,227,219,199,897,"1,959","1,021",1,27,-,14,16,I,3,1,6,2,I,2,77,88,54,58,52,51.,14,2,8,4,11,4,13,5,11,41,17,30,28,FILLER,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,28,Whooping cough,150,227,182,"1,047","2,399","1,183",5,1,-,17,14,-,-,3,23,4,2,1,70,77,83,9,58,47,8,14,6,13,4,7,8,13,16,16,41,15,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,28,Whooping cough,133,151,159,"1,181","2,761","1,433",3,5,1,17,17,-,2,-,7,-,5,1,50,70,57,23,9,39,5,8,6,2,13,3,4,8,17,27,16,15,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,28,Whooping cough,143,133,158,"1,324","3,071","1,618",9,3,-,13,17,-,3,2,5,-,-,1,46,50,40,36,23,54,9,5,8,7,2,6,6,4,12,14,27,17,28,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,28,Whooping cough,197,143,140,"1,571","3,390","1,790",-,9,-,19,13,-,8,3,5,8,-,1,76,46,47,13,36,39,10,9,7,10,7,3,14,6,11,39,14,19,28,FILLER,,,,
