cdi_ca_1956_wk_prov_dbs_Part51_confidences.csv,59.67,65.77,58.30,56.05,60.40,64.79,28.27,65.04,59.28,31.79,59.62,58.40,18.09,61.28,34.47,61.04,34.47,61.87,14.94,62.84,57.28,41.02,63.92,55.57,62.99,34.47,63.53,55.18,62.45,43.29,62.06,62.50,52.83,61.43,50.05,64.21,62.94,61.67,62.55,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part51_tables.csv,16,Smallpox,,-,,-,,-,-,-,-,,A.P.,,-,-,-,-,-,-,-,-,-,-,-,-,-,I,I,I,:,I,I,1,I,-,I,I,16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_confidences.csv,66.70,75.20,64.45,56.20,67.19,71.39,42.19,74.66,66.65,28.08,69.87,66.80,21.18,70.26,18.95,71.14,51.76,67.29,29.93,71.78,58.06,47.39,69.78,55.32,67.29,39.36,69.09,28.93,64.79,31.76,65.62,67.77,63.09,66.85,39.36,69.58,64.70,65.87,69.04,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part52_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,...,...,...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_confidences.csv,53.17,55.08,56.69,54.35,59.03,61.62,45.80,60.06,57.32,21.41,58.94,17.03,58.50,56.64,24.27,58.89,37.11,57.37,13.16,59.77,58.50,42.77,61.52,41.43,59.57,32.62,60.35,36.06,57.71,55.37,49.95,58.74,22.91,55.13,52.73,61.18,49.44,52.44,58.94,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part5_tables.csv,16,Smallpox,-,-,-,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_confidences.csv,63.38,70.12,64.94,58.69,67.29,69.09,23.06,67.29,63.33,18.02,67.14,42.43,65.72,67.24,33.35,65.43,17.37,66.75,17.83,67.14,66.31,47.19,68.70,41.48,68.46,36.33,68.31,24.93,65.97,64.65,61.18,67.14,62.89,38.21,32.23,67.77,58.35,64.36,66.31,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part6_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,I,-,16,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_confidences.csv,76.32,82.47,75.20,77.44,80.57,81.64,77.20,81.15,76.03,33.86,77.69,70.17,74.61,77.69,26.10,76.17,19.06,77.00,18.15,76.32,77.34,23.25,79.15,37.23,77.00,29.64,79.83,42.33,71.58,68.85,68.90,77.64,27.03,78.47,69.97,79.30,74.85,72.66,76.32,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part7_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_confidences.csv,65.43,80.76,73.39,72.66,76.27,80.18,72.85,45.65,76.22,41.97,75.98,64.94,78.08,73.83,59.23,72.36,30.74,77.25,41.97,77.59,29.00,77.54,42.21,48.24,75.39,33.57,74.02,41.97,72.95,68.26,67.09,77.69,70.02,75.63,41.97,71.83,49.44,76.22,69.29,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part8_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_confidences.csv,79.59,85.50,80.62,76.46,82.57,84.38,47.34,83.84,78.12,67.77,81.93,36.08,81.84,79.93,28.69,81.10,22.67,81.01,43.99,81.05,75.15,23.39,82.42,20.97,79.30,43.99,77.20,43.99,76.71,69.34,73.93,79.10,68.46,73.19,43.99,79.39,44.60,78.66,79.20,,,,,,,,
cdi_ca_1956_wk_prov_dbs_Part9_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part10_confidences.csv,76.86,83.11,78.03,74.37,80.08,82.62,29.37,82.71,79.64,65.77,79.00,76.71,22.17,77.29,18.13,78.03,18.81,80.32,18.86,79.93,74.12,69.97,80.47,53.22,78.37,18.66,77.64,32.71,77.39,69.68,24.22,79.93,47.56,76.32,42.80,78.32,77.29,74.71,77.69,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part10_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part11_confidences.csv,69.38,76.12,67.92,63.72,69.97,73.68,36.74,74.66,65.14,24.33,68.80,59.13,70.36,64.26,32.13,67.63,20.62,65.77,17.15,69.58,55.22,46.66,71.09,42.04,67.92,40.01,62.70,61.77,69.38,60.74,63.13,74.02,68.36,64.55,53.71,74.46,72.12,71.83,72.51,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part11_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part12_confidences.csv,77.64,88.28,83.30,70.02,84.86,87.79,82.86,87.26,79.54,46.02,85.06,72.71,83.89,84.42,37.74,82.52,25.22,83.06,18.42,85.35,79.59,45.31,86.38,76.17,84.23,46.02,84.23,30.32,83.35,72.95,79.15,83.35,35.35,74.61,73.93,83.11,81.74,44.95,80.32,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part12_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part13_confidences.csv,65.09,73.49,66.70,64.84,70.46,71.92,16.43,70.75,63.43,40.38,65.58,61.18,30.93,64.89,27.83,58.69,38.43,68.02,23.17,68.07,62.50,44.24,70.31,27.42,68.02,38.43,61.62,23.16,67.04,40.82,61.04,69.58,66.21,64.11,28.49,71.48,69.29,67.33,67.38,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part13_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part14_confidences.csv,67.19,74.61,68.12,60.60,70.26,72.80,39.14,73.63,64.99,28.54,71.14,62.70,67.97,67.87,18.52,67.87,21.94,67.29,18.71,69.92,64.16,37.60,71.92,51.46,61.38,39.14,70.90,59.77,71.19,62.94,62.55,72.17,48.14,70.26,38.38,71.04,69.78,64.65,69.73,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part14_tables.csv,16,Smallpox,-,-,,-,-,-,-,-,-,-,-,-,-,=,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part15_confidences.csv,77.73,85.45,78.91,76.32,82.28,84.47,66.94,83.89,75.68,34.11,77.10,72.71,73.24,76.61,35.50,79.15,17.99,78.37,17.74,79.83,76.90,77.44,82.18,19.81,82.18,44.09,80.32,33.79,78.66,62.30,73.63,80.91,72.85,78.52,44.09,80.66,76.81,76.95,80.37,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part15_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part16_confidences.csv,79.25,85.89,81.74,78.37,83.74,83.54,55.37,84.38,79.64,49.56,79.15,80.76,38.43,80.37,37.01,80.57,44.09,82.28,27.59,81.05,76.90,44.19,80.62,40.55,80.71,20.52,82.18,64.06,78.52,58.06,79.05,74.51,60.30,77.44,60.79,81.59,77.98,76.56,79.05,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part16_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part17_confidences.csv,62.45,74.80,65.87,55.18,71.68,73.88,63.57,71.14,70.17,38.77,69.04,46.61,73.10,68.16,28.98,68.70,30.64,71.53,17.88,72.07,28.61,47.09,72.27,38.77,69.87,21.89,66.50,20.56,66.16,58.59,58.40,71.04,65.92,70.26,38.77,71.53,68.70,70.70,69.53,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part17_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part18_confidences.csv,68.75,75.05,72.36,67.29,73.19,73.73,58.98,74.90,71.24,39.21,70.70,65.43,71.24,69.43,18.71,69.78,56.40,69.87,16.32,69.48,65.38,66.55,73.63,61.08,67.82,21.58,70.41,45.46,71.29,65.58,43.19,72.46,67.87,71.04,15.98,73.19,71.58,70.75,70.41,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part18_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part19_confidences.csv,71.00,81.59,76.95,76.66,78.86,79.69,71.29,81.01,77.73,73.29,78.17,74.80,75.05,78.66,54.20,76.56,41.87,76.03,59.23,78.52,56.88,72.71,79.35,71.04,76.76,41.87,79.00,41.87,74.85,69.78,40.48,74.32,53.91,75.78,24.11,79.49,63.77,74.17,73.10,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part19_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part1_confidences.csv,58.20,75.68,68.21,68.95,70.95,72.75,18.88,73.29,64.16,25.93,68.55,61.13,57.76,67.82,25.95,64.99,22.81,61.72,19.48,66.41,46.48,53.66,69.53,40.04,60.30,40.04,67.04,48.88,60.94,59.57,61.47,68.26,60.94,62.11,32.23,70.51,64.11,66.16,68.26,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part20_confidences.csv,61.82,76.17,54.98,66.99,73.14,73.93,71.58,75.78,70.61,30.13,71.68,69.73,68.60,72.36,67.04,69.48,39.11,69.73,47.17,72.22,52.34,50.20,71.48,66.46,67.92,56.84,72.02,67.63,63.82,71.97,35.01,71.14,39.11,70.46,27.86,71.29,68.02,60.55,67.77,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part20_tables.csv,16,Smallpox,-,-,-,-,-,am,-,-,--,-,-,-,-,I,-,-,-,-,-,-,-,-,--,-,-,-,-,-,-,-,I,-,was,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part21_confidences.csv,74.37,80.22,75.49,72.75,77.44,79.54,61.28,79.20,73.00,42.58,75.20,74.22,67.24,76.37,37.04,75.29,21.39,74.37,58.35,78.27,73.83,46.17,77.00,59.38,74.71,41.28,77.15,62.79,74.07,65.77,72.56,71.44,67.19,73.83,33.08,74.80,76.17,73.19,73.49,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part21_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,-,-,-,1,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part22_confidences.csv,62.55,74.66,66.75,64.79,68.99,71.48,28.56,71.92,67.92,37.35,66.89,54.98,59.81,63.92,19.59,66.16,22.39,62.65,18.84,65.62,60.79,37.43,68.41,38.50,60.40,39.11,61.52,44.80,63.57,57.13,65.97,66.75,58.79,64.55,55.66,67.48,65.72,66.80,68.75,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part22_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part23_confidences.csv,75.15,81.79,77.05,74.90,78.76,80.42,71.29,81.88,73.93,30.44,78.12,70.07,78.17,74.17,43.24,76.66,44.97,79.15,42.41,78.66,72.12,61.28,79.15,68.21,77.05,24.89,76.76,26.17,77.69,69.58,69.09,78.12,75.93,78.37,31.67,79.35,78.22,75.49,77.05,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part23_tables.csv,16,Smallpox,-,-,-,-,-,-,was,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part24_confidences.csv,50.29,55.13,48.78,45.85,50.98,52.88,31.69,53.03,49.58,19.02,47.97,47.61,46.34,50.00,16.13,48.97,28.44,50.15,28.44,49.41,33.45,31.49,50.49,21.47,48.02,28.44,47.78,41.58,48.41,17.92,33.54,51.86,49.39,48.27,38.13,51.61,51.61,52.00,51.46,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part24_tables.csv,16,Smallpox,-,-,-,-,F,**,-,-,-,-,-,-,-,-,-,-,-,=,-,=,-,,=,-,I:,-,-,-,F,,F,-,-,MP.,E,-,16,FILLER,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part25_confidences.csv,71.00,86.08,79.93,51.37,84.23,85.11,24.79,84.72,79.49,71.53,82.62,74.80,74.12,84.81,33.23,82.81,20.32,78.27,19.09,82.67,76.56,78.03,82.62,45.04,77.49,45.14,75.54,71.14,80.91,64.21,41.16,81.98,66.75,79.15,45.14,82.03,77.73,75.98,77.54,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part25_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,16,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part26_confidences.csv,72.85,78.42,72.02,71.78,74.27,77.20,54.20,75.39,71.00,40.84,73.83,72.80,40.77,73.10,18.27,75.20,18.30,75.59,40.84,75.63,68.07,70.51,76.22,39.82,73.54,30.40,74.80,23.72,73.39,68.95,31.45,76.66,71.53,75.83,46.39,76.46,73.10,73.58,75.68,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part26_tables.csv,16,Smallpox,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_confidences.csv,77.10,90.67,82.81,79.98,84.47,86.33,38.84,88.48,82.42,57.96,87.21,80.42,72.66,85.74,43.73,86.23,46.83,83.54,22.49,86.33,80.57,77.20,86.67,66.16,86.57,46.83,85.99,69.24,86.96,71.14,62.55,85.06,62.40,81.20,28.78,86.08,81.10,79.83,81.59,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part27_tables.csv,16 17,Smallpox Tuberculosis: 4,174,171,215,"4,769","4,935","5,507",5,8,10,2,1,2,2,1,3,13,14,16,81,41,75,23,13,25,4,17,16,9,10,19,18,24,19,17,42,19,17,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part28_confidences.csv,75.54,90.67,83.45,84.77,86.67,88.62,35.79,84.52,81.49,21.59,81.25,48.22,84.13,82.32,55.52,84.23,75.54,85.60,27.10,84.38,78.96,71.34,85.89,23.95,81.54,37.26,84.91,46.48,83.84,75.83,81.20,83.45,74.02,82.37,46.48,85.45,78.22,82.23,85.35,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part28_tables.csv,16,Smallpox,129,176,203,"4,900","5,119","5,697",6,5,3,-,2,-,1,4,2,9,13,8,47,81,75,22,23,19,13,4,17,8,9,2,-,18,14,23,17,27,17,FILLER,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part29_confidences.csv,68.90,78.27,72.90,65.48,74.27,77.10,58.69,78.42,62.50,58.01,73.44,69.73,63.87,71.58,16.97,74.32,19.56,70.36,41.33,73.00,66.70,50.20,76.51,54.93,73.63,41.33,72.12,34.62,72.31,66.41,67.48,71.09,69.48,69.53,32.81,76.76,74.17,70.80,74.12,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part29_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1,,,-,-,16,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part2_confidences.csv,49.44,68.26,64.26,64.99,65.48,68.31,25.05,66.46,59.67,36.08,65.62,56.01,64.70,59.81,59.62,66.26,43.16,64.84,15.71,65.38,41.48,59.67,58.20,20.59,64.26,26.37,59.13,35.16,63.82,55.27,59.72,67.19,56.15,66.94,22.52,64.89,57.76,62.99,63.96,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part2_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part30_confidences.csv,74.27,84.86,80.03,58.50,79.35,84.18,37.38,83.84,78.12,31.45,79.00,69.82,72.56,81.01,66.80,79.39,29.25,78.52,60.06,79.69,67.58,50.78,78.91,29.83,74.61,43.95,79.93,38.31,74.90,71.04,72.85,75.20,45.83,78.47,22.31,80.91,80.42,77.20,78.52,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part30_tables.csv,16,Smallpox,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part31_confidences.csv,53.56,68.12,63.23,60.79,66.31,66.41,25.39,66.26,59.72,36.01,62.74,54.39,20.51,59.33,14.61,62.35,25.20,60.55,20.97,63.57,57.08,37.77,64.99,46.63,60.40,35.74,60.69,46.56,64.55,30.76,57.96,64.31,61.52,63.67,46.88,66.65,63.04,61.04,63.33,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part31_tables.csv,16,Smallpox,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part32_confidences.csv,65.58,56.01,47.27,57.32,58.74,58.30,54.79,54.93,26.03,58.20,23.93,57.71,15.53,56.93,14.70,57.96,19.32,56.93,28.69,57.62,53.08,22.27,58.40,30.93,58.84,21.00,57.62,32.08,57.08,30.93,54.20,16.19,58.20,17.24,56.88,56.69,52.93,51.37,,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part32_tables.csv,,-,-,-,,,,-,-,-,-,-,-,-,=,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,I,16,FILLER,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part33_confidences.csv,62.74,72.07,70.12,67.82,71.29,71.63,28.30,72.31,65.53,34.20,69.48,59.42,27.64,67.82,41.33,63.23,32.67,65.62,57.52,66.80,44.36,57.86,68.90,62.30,65.58,37.79,68.41,64.26,64.16,22.42,66.46,70.26,19.03,69.24,58.40,71.39,67.97,66.46,67.48,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part33_tables.csv,16,Smallpox,-,-,-,,,-,-,,,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,-,I,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part34_confidences.csv,77.78,88.18,80.18,76.42,85.06,85.21,80.47,87.11,80.42,65.14,84.62,80.13,75.15,84.96,34.20,84.18,45.63,84.33,32.71,84.33,68.31,80.86,86.23,52.88,82.76,45.63,84.81,78.96,84.57,70.31,81.35,84.03,66.50,81.69,32.79,84.23,40.65,43.87,81.54,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part34_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part35_confidences.csv,73.29,83.25,78.81,69.19,80.57,80.81,38.33,81.93,76.27,52.29,75.00,65.62,77.20,77.29,18.55,77.00,42.82,77.49,18.98,79.20,71.83,63.18,79.25,37.08,69.82,42.82,74.71,44.92,76.46,69.19,74.71,78.56,73.83,76.17,38.40,78.61,78.81,76.76,76.03,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,FILLER,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part36_confidences.csv,79.59,90.48,83.35,81.40,86.23,87.94,57.08,88.67,79.25,57.47,85.06,79.98,68.21,87.45,61.33,83.01,43.97,80.76,42.14,86.18,73.24,75.44,87.60,30.18,81.30,47.09,83.69,38.18,83.89,60.45,75.10,80.03,29.27,78.52,39.87,85.94,80.91,81.01,82.71,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part36_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part37_confidences.csv,58.69,63.82,59.08,57.28,61.18,63.33,24.74,62.84,58.69,24.74,58.79,58.79,57.37,59.77,21.35,59.18,13.75,56.45,15.61,60.50,42.11,53.42,61.04,27.10,50.20,33.11,60.99,20.48,57.91,52.59,58.84,60.06,59.33,59.62,39.45,60.94,59.47,57.76,58.94,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part37_tables.csv,16,Smallpox,-,,-,-,,-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,,-,,-,,-,-,-,=,$,=,1:,I,I,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part38_confidences.csv,71.14,79.39,71.09,72.41,72.95,76.42,73.58,77.34,71.00,28.12,71.44,70.02,70.26,73.44,37.48,71.58,22.78,73.93,24.82,74.76,29.08,68.95,74.51,71.63,72.85,40.92,73.10,69.73,69.38,75.20,25.22,75.20,40.92,74.76,28.39,75.39,70.75,72.61,72.66,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part39_confidences.csv,66.16,75.63,70.17,72.22,72.07,73.19,19.82,74.37,68.65,47.53,71.39,64.89,46.04,71.53,60.89,70.17,39.16,67.72,40.92,71.53,31.88,62.70,72.61,51.90,69.14,39.16,71.39,68.02,73.39,67.68,39.62,73.49,70.80,71.53,50.10,74.71,71.09,69.58,69.58,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part39_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#,-,-,16,FILLER,FILLER,FILLER,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part3_confidences.csv,77.98,88.23,82.91,81.84,86.18,87.30,63.28,87.84,81.05,69.58,83.54,73.78,79.30,82.96,75.83,81.25,24.30,80.66,35.33,84.38,70.51,77.54,83.35,43.38,79.64,45.80,83.06,75.00,82.76,74.46,30.76,85.25,79.25,79.64,21.41,85.79,78.56,80.76,81.59,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part3_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part40_confidences.csv,67.72,80.42,75.59,74.51,77.15,79.35,46.12,78.61,73.97,50.29,72.12,71.39,71.83,74.66,69.53,77.49,17.47,76.76,68.12,75.98,66.55,66.70,75.29,73.49,75.73,41.38,76.86,25.98,76.51,72.36,40.09,78.32,25.39,76.81,41.38,77.93,76.86,73.19,73.68,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part40_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part41_confidences.csv,55.81,70.41,62.70,65.28,65.43,68.02,18.81,69.38,62.84,20.95,60.45,59.52,36.13,63.77,24.89,62.99,36.21,62.74,23.43,64.06,22.60,56.20,64.40,27.00,58.11,36.21,62.26,29.30,64.31,53.81,57.86,62.84,52.10,61.72,36.06,65.82,63.38,63.13,64.11,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part41_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,:.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part42_confidences.csv,71.83,80.71,75.24,67.38,76.27,78.52,43.14,79.64,73.63,40.21,74.32,75.10,39.14,75.10,19.84,76.51,21.35,76.12,41.92,75.98,64.11,45.53,78.91,41.92,74.61,41.92,77.15,40.04,73.78,70.17,66.06,74.85,27.00,71.39,42.99,73.00,74.17,73.00,76.61,,,,,,,,
padded_cdi_ca_1956_wk_prov_dbs_Part42_tables.csv,16,Smallpox,-,-,-,-,-,-,-,-,-,..,:.,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,FILLER,,,,,,,
